id,name,lat,lng,name_en,name_la,order,order_en,family,family_en,images,danger,stamps,habitat,habitat_en,diet,diet_en,breeding,breeding_en,dimensions,description,description_en,threats,threats_en,extra,extra_en,unit,alerts,who_is_who,did_you_know,did_you_know_en,keywords,occurrence,occurrence_en
128,Lori sumbawský,0,0,"Forsten's lorikeet
",Trichoglossus forsteni forsteni,papoušci,Psittaciformes,papouškovití,Psittacidae,,VU,,"okraje tropických lesů, plantáže","forest edge, plantations","nektar a pyl, ovocné šťávy","nectar, pollen, fruit juices",1–3 vejce;inkubace 24–27 dní,1–3 eggs;incubation 24–27 days,"[{""title"":""hmotnost"",""value"":""100–157 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""25–30 cm"",""title_en"":""length""}]","Je poddruhem loriho Forstenova. Obývá výhradně indonéský ostrov Sumbawa, kde je však vinou nadměrného lovu pro obchod s domácími mazlíčky čím dál vzácnější. Hnízdí vysoko ve stromových dutinách. Za potravou létá nejčastěji v párech nebo malých rodinných skupinkách.","Considered one of the subspecies of the scarlet-breasted lorikeet, it lives only on the Indonesian island of Sumbawa. However, its numbers have been decreasing there, the result of its being hunted excessively for the pet trade. It nests high up in tree hollows. It forages for food mostly in pairs or small family groups.",,,,,,,,"Námluvy loriů připomínají tanec. Papoušci během nich totiž rytmicky potřásají hlavou či celou horní polovinou těla a pohupují se ze strany na stranu. To vše často doplňuje ještě roztahování a rychlé třepotání křídel, při kterém vyniknou kontrastní barvy na jejich spodní straně. Podobné chování je společné i mnoha dalším druhům papoušků a kromě námluv se uplatňuje i v dalších situacích, kdy chce pták upoutat pozornost.","Lorikeet courtship rituals resemble dancing. They rhythmically shake their heads or the entire upper half of the body and swing from side to side. This is often complemented by extending and rapidly fluttering their wings, allowing the contrasting colours on their underside to be seen. Similar behaviour is common in many species of parrots, and besides courtship, it is used in other situations where the bird wants to attract attention.",,Sumbawa,Sumbawa
54,Holub chocholatý,0,0,Crested pigeon,Ocyphaps lophotes,měkkozobí,Columbiformes,holubovití,Columbidae,,LC,,"otevřená krajina, pobřežní lesy, městské parky","open countryside, coastal forests, city parks","semena, zelené výhonky, příležitostně i drobní bezobratlí","seeds, green shoots, occasionally also small invertebrates",2 vejce;inkubace 18–20 dní,2 eggs;incubation 18–20 days,"[{""title"":""hmotnost"",""value"":""150-250 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""31-35 cm"",""title_en"":""length""}]","Dříve obýval pouze suché oblasti, dnes je rozšířen téměř po celé Austrálii s výjimkou pouští a hlubokých lesů. Potravu shání v malých skupinkách, k napajedlům zalétá ve velkých hejnech. Je otužilý a dobře snáší zimu.",The crested pigeon used to only inhabit the dry land areas but nowadays it lives in almost all of Australia except for the deserts and deep forests. It searches for food in small groups but flies to the watering places in large flocks. It tolerates winter very well.,,,,,23,,,,,,Austrálie,Australia
169,Papoušek nádherný,50.1173572,14.4083453,Superb parrot,Polytelis swainsonii,papoušci,Psittaciformes,papouškovití,Psittacidae,,LC,,blahovičníkové lesy poblíž řek,riverine eucalypt forests,"semena, květy, plody, sladké výměšky mer","seeds, blossoms, fruits, lerps",4–6 vajec;inkubace 19–21 dní,4–6 eggs;incubation 19–21 days,"[{""title"":""hmotnost"",""value"":""130–160 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""40 cm"",""title_en"":""length""}]","Je vázaný na blahovičníkové lesy, ve kte- rých hnízdí i hledá potravu. Vejce snáší do vykotlaných větví vysoko v korunách. V zimě, mimo období hnízdění, putuje za potravou i na velké vzdálenosti.","It is closely associated with riverine eucalypt forests, in which it nests and forages. It lays its eggs in hollow branches high up in the canopy. Outside of the nesting season it can travel great distances in search of food.",,,,,23,,,,,,Austrálie,Australia
61,Užovka urartská,50.1164275,14.4079608,Urartian rat snake,Elaphe urartica,šupinatí,Squamata,užovkovití,Colubridae,,LC,,od polopouští až po horské lesy a louky,"from semi-deserts to montane forests
and alpine meadows",drobní obratlovci,small vertebrates,8–12 vajec;inkubace 2 měsíce,8–12 eggs;incubation 2 months,"[{""title"":""hmotnost"",""value"":""0,5–2 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""100–150 cm (výjimečně až/rarely up to 200 cm)"",""title_en"":""length""}]","Jako druh byla popsána až v roce 2019 mezinárodním týmem vedeným českým a slovenským vědcem a záhy se stala arménským národním hadem. Pojmenována byla podle starověkého království Urartu, jež se rozkládalo v oblasti jejího rozšíření.","It was first described as a species in
2019 by an international team led
by a Czech and Slovak scientist and
soon became the Armenian national snake. It was named after the ancient kingdom of Urartu, which once flourished in the area of recent range of this snake.",,,,,,,,,,,"Asie, Evropa","Asia, Europe"
66,Holub nikobarský,0,0,Nicobar pigeon,Caloenas nicobarica,měkkozobí,Columbiformes,holubovití,Columbidae,,NT,,"nížinné lesy, mangrovy","lowland forests, mangroves","semena, plody, bezobratlí","seeds, fruits, invertebrates",1–2 vejce;inkubace 17–19 dní,1–2 eggs;incubation 17–19 days,"[{""title"":""hmotnost"",""value"":""460-600 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""40 cm"",""title_en"":""length""}]","Hnízdí na malých odlehlých ostrůvcích v koloniích čítajících až tisíc párů, za potravou létá na větší ostrovy. Sbírá ji obvykle na zemi, kde také tráví většinu dne. Místní obyvatelé ho často loví, ohrožují ho také zavlečení predátoři.","It nests on remote small islands in colonies of up to one thousand couples, and it flies to find food on larger islands. It usually picks food from the ground, where it also spends most of the day. Local people often hunt it and it is also endangered by introduced alien predators.",,,,,,,,"Papoušci, holubi, volavky, tinamy a někteří další ptáci mají mezi ostatním peřím vmíšená pozměněná prachová pera, která neustále dorůstají a nikdy nevypadnou – tzv. pudrová či drobivá pera. Jejich větvičky se rozpadají na jemný prach (pudr), který si ptáci nanášejí po těle, aby peří odpuzovalo vodu. Pudr tak doplňuje funkci kostrční mazové žlázy, nebo ji dokonce přebírá.","Parrots, pigeons, herons, tinamous and some other birds have powder down feathers that grow among the other feathers. These grow constantly and never fall out. Their barbules break up into a fine dust (powder) which the birds spread over their bodies to keep the feathers water repellent. The powder thus complements the function of the uropygial (preen) gland, or even replaces it.",,,
91,Hýl mexický,50.11654,14.4062211,House finch,Haemorhous mexicanus,pěvci,Passeriformes,pěnkavovití,Fringillidae,,LC,,"otevřená krajina se stromy a keři, parky, zahrady","open country with trees and bushes, parks, gardens","květy, pupeny, míza, semena","flowers, buds, sap, seeds",3–5 vajec;inkubace 13–15 dní,3–5 eggs;incubation 13–15 days,"[{""title"":""hmotnost"",""value"":""19-24 g"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""6,5-9,5 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""5,8-6,5 cm"",""title_en"":""tail length""}]","Je to velmi hojný severoamerický pěvec. Samička je celá hnědavá, ale samec má přední části těla žluté až červené podle toho, kolik karotenu obsahuje jeho potrava. Čím červenější znaky samec má, tím bývá žádanější u samic.","It is a very common songbird in North America. The male’s head and chest colouring goes from yellow to red depending on the amount of carotene in his food. When it goes to choosing their mates, the females choose the reddest males.",,,,,12,,,,,,"USA, Mexiko","USA, Mexico"
28,Leguán pustinný,50.1178061,14.403565,Desert iguana,Dipsosaurus dorsalis,šupinatí,Squamata,leguánovití,Iguanidae,,,,horké a suché křovinaté oblasti,"hot and arid shrubland, desert","v dospělosti rostliny, u mláďat hmyz","v dospělosti rostliny, u mláďat hmyz",,,,,,,,,,8,,,,,,Severní Amerika,North America
65,Holub dvoubarvý,0,0,Pied imperial pigeon,Ducula bicolor,měkkozobí,měkkozobí,holubovití,Columbidae,,LC,,"pobřežní lesy, mangrovy, kokosové háje","coastal forests, mangroves, coconut plantations",plody včetně fíků a plodů muškátovníku,fruits and berries including wild figs and the fruit of nutmeg,1 (vzácně 2) vejce,1 (rarely 2) egg,"[{""title"":""hmotnost"",""value"":""510-660 g"",""title_en"":""weight""},{""title"":""hmotnost"",""value"":""35-42 cm"",""title_en"":""weight""}]","Hnízdí a nocuje na malých ostrůvcích. Kolonie čítají mnoho párů, jednotlivá hnízda jsou však od sebe vzdálená. Za potravou létá na velké ostrovy, dovede uletět značné vzdálenosti.","It nests and roosts on small islands. The colonies may contain many breeding pairs, but the individual nests are separated from each other. The birds fly to the bigger islands for food and are able to cover quite long distances.",,,,,,,,,,,Pobřeží Jihovýchodní Asie,Coasts of South East Asia
67,Holub papouščí,0,0,Pink-necked green-pigeon,Treron vernans,měkkozobí,Columbiformes,holubovití,Columbidae,,LC,,"okraje tropických lesů, plantáže, parky","edges of tropical forests, plantations, city parks","drobné plody (hlavně fíky), pupeny","small fruits (especially figs), buds",2 vejce;inkubace 17 dní,2 eggs;incubation 17 days,"[{""title"":""hmotnost"",""value"":""105-160 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""24-30 cm"",""title_en"":""length""}]","Při pohybu ve větvích je velmi obratný, neváhá se dokonce zavěsit hlavou dolů, aby dosáhl na chutné sousto. Nocuje rád pospolitě ve velkých hejnech v korunách stromů, v době hnízdění se však jednotlivé páry z hejna oddělují.","It is a skilled climber, readily hanging upside down from tree branches to reach fruit. Gregarious in its sleeping habits, it forms large roost flocks at night in the treetops, but couples separate from the flock during nesting time.",,,,,,,,,,,Jihovýchodní Asie,South East Asia
69,Holub pokřovní,50.1167806,14.4089353,Brush bronzewing,Phaps elegans,měkkozobí,Columbiformes,holubovití,Columbidae,,LC,,"křoviny, lesy","shrubland, woodland","semena, výjimečně hmyz","seeds, also insects",2 vejce;inkubace 16 dní,2 eggs;incubation 16 days,"[{""title"":""hmotnost"",""value"":""140-260 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""25-33 cm"",""title_en"":""length""}]","Více času tráví na zemi než ve vzduchu, čemuž napovídá i jeho zbarvení. Je velmi plachý a nesmělý a svá pozemní hnízda má sklony opustit při sebemenším vyrušení. Žije jednotlivě nebo v párech, hejna vytváří jen zřídka.","It spends more time on the ground than in the air, which is hinted at by its colour. It is very shy and timid and tends to flush from its ground-built nest at the slightest disturbance. It lives alone or in pairs and rarely creates flocks.",,,,,17,,,,,,Pobřeží Austrálie,Coast of Australia
29,Leguán zelený,50.1178061,14.403565,Green iguana,Iguana iguana,šupinatí,Squamata,leguánovití,Iguanidae,,LC,,,,"části rostlin, plody, květy","části rostlin, plody, květy",9–71 vajec;inkubace 3 měsíce,9–71 eggs;incubation 3 months,"[{""title"":""hmotnost"",""value"":""max. 10,5 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""max. 230 cm, obvykle/usually 90–140 cm"",""title_en"":""length""}]","Podle jména je zelený, ve svém rozsáhlém areálu však nabývá mnoha různých barev včetně sytě oranžové. Bezpečně ho lze poznat podle veliké kulaté šupiny pod ušním otvorem. V zoo chováme mexicko-kostarický poddruh I. i. rhinolopha, který má růžky na nose.","It is called green, but throughout its vast range it assumes many different colors, including deep orange. It can be easily recognized by the large round scale it sports under the ear orifice. The subspecies you see is I. i. rhinolopha.",,,Leguáni zelení byli zavlečeni na mnoho ostrovů v Karibském moři. Jejich konkurence je vážnou hrozbou pro původní druhy například ohrožené leguány chutné a modravé.,"Green iguanas were brought to many islands in the Caribbean. They pose a serious threat to the indigenous species, for example the endangered Lesser Antillean Iguana and the Blue Iguana.",8,,,,,,Jižní Amerika,South America
